1	784.4508690316117	0.07129602276731412	0.158729
2	7206.840803248325	0.1497990234088883	1.04784
3	8042.185186139989	0.15693684667833252	1.14524
4	9493.056241933175	0.022381505136720065	1.31001
5	10755.247549753574	0.024458552375391473	1.44963
6	12782.404095264503	0.028707635572717896	1.66812
7	18403.443822449077	0.0649742815882533	2.24763
8	21685.599260751973	0.05472323748358515	2.57339
9	24936.439893304065	0.07400943074707066	2.88939
10	28596.62163029669	0.04759558896419008	3.23879
11	29911.797207357606	0.05242500030353385	3.36292
12	32623.164222114996	0.05112092413741556	3.61675
13	34002.80132234175	0.054771363178285445	3.74492
14	41794.699486539146	0.2770172415098975	4.45818
15	49882.27985420762	0.06671032852517057	5.183
16	54007.426737683505	0.08147201480047285	5.54781
