1	3923.2174786808337	0.0220275067144214	0.638153
2	7129.973397871875	0.0406762637693992	1.03877
3	7595.1149550982755	0.020259015764664726	1.09337
4	9472.503296711842	0.022442214214984157	1.30771
5	15077.53919749956	0.04178221772617068	1.90872
6	16876.732439063708	0.03292055021850247	2.09331
7	17612.82351827622	0.033736818378879305	2.16796
8	17700.000023659766	0.03431490536856805	2.17677
9	19551.959047753746	0.06311256708680334	2.36249
10	20795.425891151666	0.06381285144847366	2.48577
11	21664.10255627214	0.040469494599189505	2.57128
12	31462.508856051645	0.06805821577423357	3.50842
13	44575.8057759009	0.0780789813767256	4.709
14	46358.759367866434	0.07596160482311869	4.8689
15	51940.80164833063	0.08484315333692061	5.36542
16	63563.04993938409	0.09570472648257021	6.38248
17	64076.3343012467	0.0968342465783865	6.42695
18	65889.4042282976	0.08624141729061952	6.58376
19	72919.18542155056	0.09149197018327261	7.18802
